City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
TechHaven,Autonomous Vehicle,Snowy,Recession,Friday,20,24.3157,0,0,21.545,0.1135
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,4,16.539,0,0,15.8268,0.1576
TechHaven,Autonomous Vehicle,Clear,Stable,Wednesday,0,34.6215,0,0,31.4741,0.2249
SolarisVille,Drone,Solar Flare,Recession,Saturday,16,22.262,0,0,11.131,0.0733
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,19,23.0276,0,0,20.469,0.0607
TechHaven,Car,Solar Flare,Stable,Sunday,10,94.5079,0,0,107.3953,0.2615
MetropolisX,Autonomous Vehicle,Snowy,Recession,Saturday,7,50.2924,0,0,48.1267,0.3434
Neuroburg,Drone,Snowy,Stable,Thursday,23,62.6876,0,0,37.4926,0.0865
Ecoopolis,Drone,Rainy,Recession,Wednesday,15,53.7371,0,0,26.8685,0.0587
SolarisVille,Drone,Rainy,Recession,Monday,5,76.3619,0,0,38.181,0.0661
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Saturday,17,32.5397,0,0,29.5815,0.1846
MetropolisX,Autonomous Vehicle,Snowy,Recession,Wednesday,0,100.1145,0,0,95.8033,0.1998
Ecoopolis,Drone,Electromagnetic Storm,Stable,Saturday,19,69.1724,0,0,38.4291,0.2571
TechHaven,Autonomous Vehicle,Rainy,Booming,Wednesday,15,52.9325,0,0,50.6531,0.2282
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Sunday,7,80.4814,0,0,73.1649,0.1104
Neuroburg,Drone,Rainy,Recession,Saturday,8,83.7141,0,0,50.0682,0.0725
SolarisVille,Autonomous Vehicle,Snowy,Booming,Monday,20,43.1189,0,0,38.3279,0.376
TechHaven,Autonomous Vehicle,Clear,Stable,Tuesday,13,78.4642,0,0,71.3311,0.1849
Ecoopolis,Autonomous Vehicle,Clear,Recession,Friday,5,105.6,0,0,88.1921,0.1067
Neuroburg,Autonomous Vehicle,Clear,Booming,Tuesday,12,42.1744,0,0,38.3404,0.0737
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,2,29.1322,0,0,23.3058,0.0678
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,22,56.779,0,0,45.4232,0.0572
SolarisVille,Drone,Electromagnetic Storm,Recession,Saturday,12,29.2133,1,0,14.6066,0.1094
SolarisVille,Autonomous Vehicle,Snowy,Stable,Monday,18,35.3209,1,0,31.3963,0.2542
Neuroburg,Autonomous Vehicle,Clear,Stable,Friday,20,70.9188,0,0,55.104,0.0798
Neuroburg,Autonomous Vehicle,Rainy,Recession,Monday,17,20.1558,1,0,15.4303,0.0632
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Thursday,7,102.3746,1,0,74.4543,0.1972
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Tuesday,3,94.1671,0,0,85.6064,0.2603
Ecoopolis,Autonomous Vehicle,Clear,Booming,Friday,9,48.6764,0,0,38.9411,0.1858
SolarisVille,Car,Solar Flare,Booming,Tuesday,17,31.7883,1,0,39.7354,0.2152
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,6,79.4437,0,0,76.0227,0.0844
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,0,36.095,0,0,32.8137,0.0838
TechHaven,Autonomous Vehicle,Clear,Recession,Wednesday,17,34.205,1,0,24.8764,0.1176
Ecoopolis,Drone,Solar Flare,Recession,Sunday,8,29.2513,0,0,14.6256,0.0939
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Sunday,13,49.8913,1,0,56.6947,0.2962
TechHaven,Autonomous Vehicle,Rainy,Booming,Thursday,15,48.8825,0,0,46.7775,0.1688
Neuroburg,Drone,Solar Flare,Booming,Thursday,23,35.0618,0,0,19.9215,0.1237
Neuroburg,Autonomous Vehicle,Clear,Stable,Wednesday,15,96.9114,0,0,88.1013,0.1017
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Monday,18,68.4288,1,0,64.1844,0.099
Neuroburg,Drone,Snowy,Stable,Saturday,12,76.8095,1,0,36.751,0.0883
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,2,27.9658,0,0,22.3726,0.185
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,10,59.6267,0,0,47.7014,0.17
AquaCity,Autonomous Vehicle,Rainy,Recession,Thursday,1,66.8855,0,0,53.5084,0.066
Ecoopolis,Autonomous Vehicle,Clear,Stable,Monday,4,78.7609,0,0,63.0087,0.1873
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Thursday,8,61.9104,1,0,49.5283,0.2617
SolarisVille,Autonomous Vehicle,Clear,Booming,Sunday,10,101.5088,0,0,81.207,0.2527
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Thursday,14,49.9096,0,0,45.3724,0.2607
TechHaven,Autonomous Vehicle,Snowy,Stable,Friday,22,25.9034,0,0,24.788,0.1666
TechHaven,Drone,Solar Flare,Stable,Thursday,14,93.3414,0,0,53.0349,0.3007
Neuroburg,Drone,Snowy,Stable,Friday,2,43.0252,0,0,25.7328,0.1161
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,14,50.9647,0,0,48.77,0.1274
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,4,51.6277,0,0,49.4045,0.1648
SolarisVille,Autonomous Vehicle,Clear,Recession,Tuesday,6,47.7586,0,0,38.2069,0.0664
MetropolisX,Autonomous Vehicle,Rainy,Booming,Sunday,5,75.1194,0,0,71.8846,0.3761
MetropolisX,Drone,Rainy,Recession,Thursday,0,104.431,0,0,62.4587,0.1585
Ecoopolis,Drone,Snowy,Recession,Friday,16,74.1139,0,0,37.057,0.1395
Ecoopolis,Autonomous Vehicle,Clear,Stable,Wednesday,12,61.6293,0,0,49.3035,0.2442
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,22,35.0073,0,0,33.4998,0.0903
TechHaven,Autonomous Vehicle,Rainy,Stable,Thursday,23,27.8605,0,0,26.6607,0.2
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Thursday,0,71.9076,0,0,57.5261,0.0842
Neuroburg,Drone,Rainy,Stable,Monday,17,88.2156,1,0,42.2084,0.1109
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Wednesday,9,73.1327,0,0,58.5061,0.2224
MetropolisX,Autonomous Vehicle,Clear,Recession,Wednesday,12,53.1538,0,0,48.3216,0.1508
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,1,21.7839,0,0,17.4272,0.2686
AquaCity,Autonomous Vehicle,Snowy,Recession,Saturday,21,25.172,0,0,20.1376,0.2336
SolarisVille,Autonomous Vehicle,Rainy,Recession,Saturday,4,103.1654,0,0,82.5324,0.1724
TechHaven,Autonomous Vehicle,Clear,Stable,Wednesday,9,89.4061,0,0,81.2783,0.2473
MetropolisX,Autonomous Vehicle,Snowy,Stable,Wednesday,22,28.312,0,0,27.0928,0.3525
TechHaven,Flying Car,Snowy,Stable,Monday,0,69.7145,0,0,100.0687,0.2049
TechHaven,Drone,Electromagnetic Storm,Stable,Sunday,17,86.6961,0,0,51.8517,0.1337
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Sunday,15,80.0087,0,1,72.7352,0.0837
Neuroburg,Autonomous Vehicle,Snowy,Stable,Monday,1,75.6456,0,0,72.3882,0.0986
Ecoopolis,Drone,Clear,Booming,Monday,8,28.445,1,0,14.2225,0.1587
Ecoopolis,Autonomous Vehicle,Clear,Recession,Thursday,4,67.3651,0,0,53.8921,0.0651
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Wednesday,1,39.2788,0,0,31.423,0.0962
AquaCity,Drone,Solar Flare,Recession,Friday,16,61.2346,0,0,30.6173,0.081
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,21,56.4582,0,0,45.1665,0.0555
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Friday,17,103.704,1,0,75.4211,0.2726
SolarisVille,Drone,Solar Flare,Stable,Wednesday,14,28.632,0,0,14.316,0.2119
TechHaven,Autonomous Vehicle,Snowy,Recession,Saturday,9,37.7332,0,0,36.1083,0.0798
Ecoopolis,Car,Clear,Recession,Saturday,17,55.8806,0,0,55.8806,0.149
SolarisVille,Autonomous Vehicle,Snowy,Stable,Saturday,17,85.0477,0,0,68.0382,0.2387
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,14,75.703,0,0,72.443,0.1494
MetropolisX,Drone,Rainy,Recession,Monday,18,118.9707,1,0,56.9238,0.1334
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,17,25.797,0,0,20.6376,0.0632
Ecoopolis,Drone,Rainy,Stable,Monday,7,69.12,1,0,36.5017,0.2175
SolarisVille,Car,Rainy,Recession,Saturday,19,47.4722,0,0,47.4722,0.2002
SolarisVille,Autonomous Vehicle,Snowy,Recession,Sunday,3,83.0983,0,0,66.4786,0.051
Ecoopolis,Autonomous Vehicle,Clear,Stable,Tuesday,15,96.0,0,0,83.8993,0.2394
Neuroburg,Autonomous Vehicle,Clear,Booming,Wednesday,12,81.062,0,0,73.6928,0.1144
TechHaven,Drone,Clear,Recession,Thursday,23,23.6575,0,0,18.6691,0.086
Neuroburg,Autonomous Vehicle,Clear,Stable,Thursday,19,114.4658,0,0,88.94,0.0711
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Friday,0,81.4538,0,0,74.0489,0.0721
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Sunday,20,71.4058,0,0,57.1246,0.0735
Neuroburg,Autonomous Vehicle,Snowy,Recession,Monday,8,119.1802,1,0,91.6145,0.0618
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Monday,7,76.032,1,0,86.7559,0.1111
Ecoopolis,Flying Car,Electromagnetic Storm,Stable,Tuesday,5,55.1233,0,0,66.148,0.3513
SolarisVille,Car,Solar Flare,Booming,Tuesday,19,55.2789,0,0,55.2789,0.12
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Monday,5,54.3869,0,0,49.4427,0.2843
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,7,59.1886,1,0,45.3118,0.1066
Neuroburg,Autonomous Vehicle,Clear,Stable,Thursday,11,18.3981,0,0,16.7256,0.0949
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Thursday,18,20.4859,1,0,18.2097,0.227
Ecoopolis,Autonomous Vehicle,Clear,Recession,Saturday,20,82.0126,0,0,65.6101,0.1016
Neuroburg,Drone,Snowy,Stable,Wednesday,18,48.1305,1,0,23.0289,0.1051
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Thursday,6,96.0,0,0,78.6329,0.2247
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Sunday,18,94.908,0,0,75.9264,0.1347
Ecoopolis,Drone,Rainy,Recession,Friday,19,44.6527,0,0,22.3264,0.075
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,20,73.4048,0,0,70.2438,0.1664
Neuroburg,Drone,Rainy,Recession,Sunday,1,31.0461,0,0,18.5682,0.0618
TechHaven,Autonomous Vehicle,Snowy,Stable,Friday,22,40.2176,0,0,38.4858,0.1303
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,0,67.2575,0,0,64.3612,0.2526
Neuroburg,Autonomous Vehicle,Clear,Booming,Wednesday,0,95.8989,0,0,87.1808,0.0876
Ecoopolis,Drone,Rainy,Booming,Saturday,15,69.12,0,0,57.7753,0.2123
Ecoopolis,Car,Rainy,Recession,Wednesday,16,95.04,0,0,96.8198,0.207
AquaCity,Drone,Snowy,Recession,Thursday,23,71.0505,0,0,35.5253,0.207
TechHaven,Autonomous Vehicle,Snowy,Recession,Wednesday,11,72.1303,0,0,69.0242,0.1728
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,15,40.003,0,0,32.0024,0.2014
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,0,64.2728,0,0,61.5051,0.071
AquaCity,Autonomous Vehicle,Clear,Recession,Monday,3,84.6734,0,0,67.7387,0.2681
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Saturday,22,15.2195,0,0,15.2195,0.1251
Ecoopolis,Drone,Clear,Recession,Wednesday,21,89.6158,0,0,44.8079,0.0687
Neuroburg,Drone,Electromagnetic Storm,Stable,Wednesday,3,26.8369,0,0,16.0508,0.0593
Ecoopolis,Car,Snowy,Recession,Wednesday,7,36.1451,1,0,36.1451,0.2113
AquaCity,Drone,Rainy,Recession,Saturday,3,14.8889,0,0,8.2716,0.2296
TechHaven,Autonomous Vehicle,Rainy,Stable,Saturday,14,29.8915,1,0,22.8835,0.2184
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Monday,12,96.0,0,0,81.8865,0.2172
SolarisVille,Car,Snowy,Recession,Thursday,11,86.5133,0,0,86.5133,0.1088
AquaCity,Autonomous Vehicle,Snowy,Recession,Friday,17,61.5391,1,0,49.2313,0.0628
SolarisVille,Drone,Rainy,Recession,Wednesday,4,45.5305,0,0,22.7653,0.1262
Ecoopolis,Drone,Snowy,Booming,Sunday,0,59.1604,0,0,29.5802,0.2346
Neuroburg,Drone,Snowy,Booming,Friday,23,55.2137,0,0,33.0225,0.0844
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,18,52.4788,1,0,46.6478,0.1781
SolarisVille,Drone,Clear,Recession,Sunday,11,45.5585,0,0,22.7792,0.1739
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,20,35.9508,0,0,34.4027,0.2463
SolarisVille,Drone,Electromagnetic Storm,Stable,Monday,11,72.1258,0,0,36.0629,0.3719
TechHaven,Drone,Snowy,Recession,Sunday,10,72.3274,0,1,43.258,0.2232
TechHaven,Drone,Snowy,Booming,Saturday,12,94.1517,1,0,45.0487,0.2105
Ecoopolis,Flying Car,Snowy,Booming,Tuesday,20,71.876,0,0,86.2511,0.2793
SolarisVille,Flying Car,Rainy,Recession,Saturday,9,43.6667,0,0,52.4,0.132
Ecoopolis,Drone,Electromagnetic Storm,Stable,Sunday,5,84.0883,0,0,42.0442,0.2135
Neuroburg,Drone,Electromagnetic Storm,Booming,Thursday,0,30.1921,0,0,18.0575,0.077
Neuroburg,Autonomous Vehicle,Rainy,Booming,Tuesday,5,35.9374,0,0,34.3898,0.0799
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,21,52.9649,0,0,50.6841,0.0548
AquaCity,Autonomous Vehicle,Clear,Recession,Friday,16,24.8608,0,0,19.8886,0.2251
TechHaven,Autonomous Vehicle,Rainy,Booming,Tuesday,3,98.0401,0,0,93.8183,0.2393
SolarisVille,Autonomous Vehicle,Rainy,Booming,Wednesday,4,72.2601,0,0,72.2601,0.2368
Neuroburg,Autonomous Vehicle,Clear,Booming,Wednesday,0,99.8437,0,0,90.767,0.0777
MetropolisX,Drone,Snowy,Booming,Saturday,1,35.2335,0,0,21.0726,0.3401
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Thursday,13,33.0857,0,0,41.7748,0.1909
TechHaven,Autonomous Vehicle,Snowy,Stable,Saturday,18,51.5088,0,0,49.2907,0.1791
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Monday,1,27.9899,0,0,25.4454,0.1103
TechHaven,Drone,Clear,Recession,Saturday,14,27.5889,1,0,12.5404,0.1685
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,14,81.0739,0,0,64.8591,0.1546
Neuroburg,Autonomous Vehicle,Snowy,Booming,Friday,15,29.2222,0,0,27.9638,0.1085
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,12,91.0597,0,0,87.1385,0.2501
TechHaven,Drone,Electromagnetic Storm,Recession,Wednesday,6,76.4425,0,0,45.7192,0.1304
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Thursday,3,69.6305,0,1,55.7044,0.0869
Ecoopolis,Autonomous Vehicle,Clear,Stable,Thursday,11,70.123,0,0,56.0984,0.1351
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Tuesday,13,36.2761,0,0,32.9782,0.1789
Ecoopolis,Flying Car,Clear,Recession,Monday,1,65.771,0,0,78.9251,0.1437
Neuroburg,Autonomous Vehicle,Clear,Stable,Sunday,20,39.0563,0,0,35.5057,0.0929
TechHaven,Autonomous Vehicle,Clear,Recession,Wednesday,10,20.4643,0,0,18.6039,0.1306
SolarisVille,Autonomous Vehicle,Rainy,Booming,Thursday,18,72.2334,1,0,64.2075,0.2602
TechHaven,Drone,Electromagnetic Storm,Booming,Wednesday,14,17.7946,0,0,10.6427,0.213
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,9,26.7056,0,0,25.5556,0.2683
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Monday,8,115.9332,1,0,84.315,0.2962
MetropolisX,Autonomous Vehicle,Snowy,Recession,Tuesday,14,105.9918,0,0,101.4276,0.1545
TechHaven,Autonomous Vehicle,Clear,Recession,Saturday,13,59.8589,1,0,43.5337,0.2163
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,21,63.3588,0,0,50.687,0.2955
Ecoopolis,Drone,Electromagnetic Storm,Stable,Thursday,11,86.4,0,0,54.0733,0.2292
TechHaven,Autonomous Vehicle,Clear,Recession,Monday,17,22.6397,1,1,16.4652,0.1714
TechHaven,Autonomous Vehicle,Snowy,Stable,Sunday,16,36.1876,0,0,34.6293,0.1904
MetropolisX,Drone,Clear,Recession,Tuesday,17,89.0633,1,0,40.4833,0.1031
MetropolisX,Drone,Rainy,Recession,Tuesday,0,59.8375,0,0,35.788,0.1676
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Sunday,19,67.2742,0,0,53.8193,0.2074
Neuroburg,Drone,Solar Flare,Booming,Saturday,17,94.0496,0,0,53.4373,0.0917
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Saturday,13,101.0684,1,0,73.5043,0.0937
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Tuesday,20,99.118,0,0,83.4327,0.2005
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Wednesday,16,76.1169,0,0,60.8935,0.3415
SolarisVille,Car,Rainy,Recession,Wednesday,16,118.4011,0,0,118.4011,0.229
TechHaven,Autonomous Vehicle,Snowy,Booming,Monday,2,54.6026,0,1,81.6427,0.2019
Ecoopolis,Drone,Solar Flare,Stable,Monday,19,42.1423,0,0,21.0711,0.2259
Neuroburg,Drone,Electromagnetic Storm,Recession,Thursday,7,112.5948,1,0,59.859,0.0513
Ecoopolis,Autonomous Vehicle,Clear,Booming,Sunday,19,65.4542,0,0,52.3634,0.2459
SolarisVille,Flying Car,Snowy,Booming,Sunday,8,52.8608,0,0,63.433,0.2731
Neuroburg,Drone,Snowy,Booming,Monday,21,56.1683,0,0,33.5935,0.1144
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,3,68.8041,0,0,55.0433,0.1319
SolarisVille,Flying Car,Solar Flare,Booming,Wednesday,2,91.4246,0,1,109.7096,0.2153
SolarisVille,Flying Car,Solar Flare,Recession,Saturday,22,108.9759,0,0,130.7711,0.073
AquaCity,Autonomous Vehicle,Snowy,Recession,Thursday,6,23.774,0,0,19.0192,0.1356
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,21,80.0986,0,0,71.1988,0.0754
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Thursday,22,84.0133,0,0,76.3757,0.1164
SolarisVille,Autonomous Vehicle,Snowy,Recession,Friday,13,66.2112,0,0,52.9689,0.0758
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,4,55.9966,0,0,53.5853,0.1074
Neuroburg,Drone,Solar Flare,Stable,Wednesday,1,87.1094,0,0,49.494,0.1314
AquaCity,Autonomous Vehicle,Snowy,Recession,Wednesday,0,41.2712,0,0,33.017,0.0753
Ecoopolis,Car,Snowy,Stable,Monday,21,39.4373,0,0,39.4373,0.1606
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,18,43.5992,0,0,34.8794,0.1908
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,4,27.0426,0,0,25.878,0.3403
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,11,69.5871,0,0,66.5905,0.1024
TechHaven,Autonomous Vehicle,Clear,Booming,Wednesday,10,110.0981,0,0,100.0892,0.2615
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,20,81.1809,0,0,73.8008,0.1496
TechHaven,Drone,Snowy,Recession,Monday,10,38.7329,0,0,23.1656,0.1293
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Saturday,17,21.557,0,0,17.2456,0.2569
SolarisVille,Drone,Solar Flare,Booming,Thursday,1,18.7452,0,0,9.3726,0.2197
AquaCity,Drone,Clear,Recession,Wednesday,0,29.3846,0,0,14.6923,0.2192
SolarisVille,Autonomous Vehicle,Rainy,Stable,Friday,21,70.692,0,0,62.8374,0.3399
Neuroburg,Autonomous Vehicle,Rainy,Booming,Thursday,22,32.8366,0,0,31.4226,0.0604
TechHaven,Drone,Solar Flare,Stable,Thursday,20,32.568,0,0,18.5045,0.2051
MetropolisX,Autonomous Vehicle,Snowy,Recession,Sunday,8,81.6648,0,0,78.1482,0.1257
TechHaven,Autonomous Vehicle,Snowy,Booming,Wednesday,23,35.3009,0,0,52.7824,0.276
Ecoopolis,Drone,Solar Flare,Recession,Tuesday,20,73.7209,0,0,36.8605,0.0568
Ecoopolis,Autonomous Vehicle,Clear,Booming,Thursday,18,27.5923,1,0,24.5265,0.1967
TechHaven,Autonomous Vehicle,Rainy,Recession,Tuesday,21,97.241,0,0,86.1607,0.0971
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Thursday,19,68.351,0,1,57.5345,0.2928
TechHaven,Autonomous Vehicle,Snowy,Booming,Thursday,16,77.9183,0,0,74.563,0.1973
SolarisVille,Car,Clear,Booming,Friday,5,94.9829,0,0,94.9829,0.346
Neuroburg,Autonomous Vehicle,Rainy,Stable,Friday,3,23.8403,0,0,22.8137,0.0696
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Saturday,7,14.9974,0,0,11.9979,0.1346
Ecoopolis,Drone,Rainy,Recession,Monday,7,57.1304,1,0,28.5652,0.1022
SolarisVille,Autonomous Vehicle,Rainy,Recession,Monday,14,35.603,0,0,28.4824,0.1718
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Friday,12,84.2152,0,0,67.3721,0.0796
Ecoopolis,Drone,Clear,Booming,Monday,3,72.7746,0,0,36.3873,0.2252
Ecoopolis,Flying Car,Rainy,Stable,Wednesday,7,23.1019,1,0,27.7223,0.2243
Neuroburg,Autonomous Vehicle,Clear,Booming,Thursday,8,126.72,1,0,103.9182,0.1103
Neuroburg,Autonomous Vehicle,Rainy,Stable,Friday,22,100.0875,0,0,95.7775,0.0632
Ecoopolis,Autonomous Vehicle,Clear,Stable,Tuesday,19,60.4944,0,0,53.7728,0.1159
AquaCity,Drone,Snowy,Recession,Friday,9,66.2748,0,0,33.1374,0.1539
Ecoopolis,Flying Car,Solar Flare,Recession,Monday,13,40.6533,0,0,48.784,0.1278
TechHaven,Autonomous Vehicle,Rainy,Recession,Monday,3,76.3894,0,0,73.0999,0.0982
SolarisVille,Autonomous Vehicle,Clear,Stable,Wednesday,14,68.3269,0,0,54.6615,0.2312
SolarisVille,Autonomous Vehicle,Rainy,Booming,Thursday,1,71.4647,0,0,57.1718,0.3722
Neuroburg,Autonomous Vehicle,Clear,Recession,Saturday,21,32.7319,0,0,29.7562,0.0643
SolarisVille,Drone,Electromagnetic Storm,Recession,Sunday,1,35.0558,0,0,17.5279,0.0804
Neuroburg,Autonomous Vehicle,Clear,Booming,Monday,2,101.6419,0,0,92.4017,0.0679
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Wednesday,23,37.7038,0,0,34.2762,0.1109
Neuroburg,Autonomous Vehicle,Rainy,Booming,Wednesday,17,108.3456,1,0,85.0205,0.1061
Neuroburg,Autonomous Vehicle,Snowy,Booming,Saturday,21,63.5659,0,0,60.8287,0.0845
TechHaven,Autonomous Vehicle,Clear,Booming,Tuesday,20,27.8407,0,0,23.4349,0.349
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Tuesday,7,87.5567,1,0,63.6776,0.0716
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Saturday,4,23.9527,0,0,21.7752,0.1542
Ecoopolis,Drone,Solar Flare,Stable,Sunday,20,96.0,0,0,51.3858,0.1673
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Wednesday,7,35.264,1,0,25.6466,0.0574
TechHaven,Autonomous Vehicle,Snowy,Recession,Tuesday,1,24.569,0,0,23.511,0.1633
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,16,63.3788,0,0,60.6496,0.0918
TechHaven,Autonomous Vehicle,Clear,Stable,Thursday,6,57.5275,0,0,52.2978,0.2259
TechHaven,Autonomous Vehicle,Clear,Booming,Tuesday,21,39.0353,0,0,32.858,0.2041
MetropolisX,Autonomous Vehicle,Snowy,Recession,Thursday,12,93.4139,0,0,89.3913,0.1717
TechHaven,Autonomous Vehicle,Rainy,Booming,Friday,19,85.0061,0,0,75.3199,0.1372
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,19,77.5782,0,0,63.4509,0.0732
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Tuesday,21,82.8433,0,0,69.7334,0.0869
TechHaven,Autonomous Vehicle,Snowy,Stable,Monday,9,24.5052,0,0,23.45,0.1537
AquaCity,Drone,Electromagnetic Storm,Booming,Sunday,16,29.4551,0,1,14.7276,0.3376
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,11,77.0331,0,0,61.6264,0.2583
Ecoopolis,Autonomous Vehicle,Clear,Recession,Sunday,7,53.0441,0,0,42.4352,0.0745
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Monday,19,66.1114,0,0,58.7657,0.209
MetropolisX,Autonomous Vehicle,Rainy,Recession,Tuesday,1,96.8241,0,0,92.6546,0.2946
AquaCity,Autonomous Vehicle,Rainy,Recession,Wednesday,15,39.8171,0,0,31.8537,0.3713
TechHaven,Autonomous Vehicle,Snowy,Recession,Tuesday,16,58.2951,0,0,55.7848,0.0751
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Thursday,12,81.2674,0,0,65.0139,0.1757
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Wednesday,5,86.4,0,0,75.8744,0.226
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Monday,12,78.0055,0,0,62.4044,0.2492
SolarisVille,Drone,Electromagnetic Storm,Stable,Friday,8,24.3704,1,0,12.1852,0.295
SolarisVille,Autonomous Vehicle,Snowy,Booming,Monday,11,38.477,0,0,30.7816,0.2809
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,13,49.8113,0,0,39.8491,0.0737
MetropolisX,Autonomous Vehicle,Snowy,Recession,Monday,0,43.6965,0,0,41.8148,0.243
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Thursday,12,46.0843,0,0,41.8948,0.2938
AquaCity,Drone,Solar Flare,Recession,Friday,19,31.2184,0,0,15.6092,0.2167
SolarisVille,Flying Car,Solar Flare,Booming,Tuesday,20,35.7104,0,0,42.8525,0.2337
